Target;Target_Namespace;Target_Type;Target_Method;Job_Id;Job_AnalyzeLaunchVariance;Job_EvaluateOverhead;Job_MaxAbsoluteError;Job_MaxRelativeError;Job_MinInvokeCount;Job_MinIterationTime;Job_RemoveOutliers;Job_Affinity;Job_Jit;Job_Platform;Job_Runtime;Job_AllowVeryLargeObjects;Job_Concurrent;Job_CpuGroups;Job_Force;Job_HeapAffinitizeMask;Job_HeapCount;Job_NoAffinitize;Job_RetainVm;Job_Server;Job_Arguments;Job_BuildConfiguration;Job_Clock;Job_EngineFactory;Job_EnvironmentVariables;Job_Toolchain;Job_IsBaseline;Job_InvocationCount;Job_IterationTime;Job_LaunchCount;Job_RunStrategy;Job_TargetCount;Job_UnrollFactor;Job_WarmupCount;Job_Display;Params;Measurement_LaunchIndex;Measurement_IterationMode;Measurement_IterationIndex;Measurement_Nanoseconds;Measurement_Operations;Measurement_Value;Gen_0;Gen_1;Gen_2;Allocated_Bytes
Program.ArrayPoolBenchmark;ArrayPoolSample;Program;ArrayPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;9;818857366.67;16384;49979.09;0;0;0;0
Program.ArrayPoolBenchmark;ArrayPoolSample;Program;ArrayPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;10;817106566.67;16384;49872.23;0;0;0;0
Program.ArrayPoolBenchmark;ArrayPoolSample;Program;ArrayPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;11;820000366.67;16384;50048.85;0;0;0;0
Program.ArrayPoolBenchmark;ArrayPoolSample;Program;ArrayPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;12;817561966.67;16384;49900.02;0;0;0;0
Program.ArrayPoolBenchmark;ArrayPoolSample;Program;ArrayPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;13;821869766.67;16384;50162.95;0;0;0;0
Program.ArrayPoolBenchmark;ArrayPoolSample;Program;ArrayPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;14;832365266.67;16384;50803.54;0;0;0;0
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Pilot;1;770046700;16;48127918.75;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleWarmup;1;4500;16;281.25;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleWarmup;2;600;16;37.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleWarmup;3;600;16;37.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleWarmup;4;600;16;37.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleWarmup;5;700;16;43.75;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleWarmup;6;700;16;43.75;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;1;800;16;50;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;2;500;16;31.25;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;3;300;16;18.75;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;4;500;16;31.25;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;5;400;16;25;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;6;600;16;37.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;7;500;16;31.25;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;8;400;16;25;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;9;600;16;37.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;10;1200;16;75;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;11;1400;16;87.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;12;700;16;43.75;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;13;600;16;37.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;14;500;16;31.25;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;15;600;16;37.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;16;500;16;31.25;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;17;600;16;37.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;18;500;16;31.25;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;19;400;16;25;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;IdleTarget;20;400;16;25;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainWarmup;1;813769500;16;50860593.75;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainWarmup;2;813694700;16;50855918.75;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainWarmup;3;813475800;16;50842237.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainWarmup;4;812073500;16;50754593.75;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainWarmup;5;812682600;16;50792662.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainWarmup;6;811407700;16;50712981.25;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainWarmup;7;810684500;16;50667781.25;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainWarmup;8;817334700;16;51083418.75;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainWarmup;9;820653400;16;51290837.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainWarmup;10;812397600;16;50774850;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainTarget;1;814041100;16;50877568.75;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainTarget;2;813868900;16;50866806.25;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainTarget;3;818363500;16;51147718.75;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainTarget;4;819182800;16;51198925;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainTarget;5;811342000;16;50708875;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainTarget;6;812383600;16;50773975;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainTarget;7;815320100;16;50957506.25;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainTarget;8;811118000;16;50694875;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainTarget;9;814766200;16;50922887.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainTarget;10;815588400;16;50974275;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainTarget;11;815310800;16;50956925;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainTarget;12;814442200;16;50902637.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainTarget;13;818119400;16;51132462.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainTarget;14;815106900;16;50944181.25;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;MainTarget;15;810002600;16;50625162.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;1;814040500;16;50877531.25;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;2;813868300;16;50866768.75;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;3;818362900;16;51147681.25;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;4;819182200;16;51198887.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;5;811341400;16;50708837.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;6;812383000;16;50773937.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;7;815319500;16;50957468.75;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;8;811117400;16;50694837.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;9;814765600;16;50922850;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;10;815587800;16;50974237.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;11;815310200;16;50956887.5;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;12;814441600;16;50902600;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;13;818118800;16;51132425;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;14;815106300;16;50944143.75;5333;5333;5333;1048600000
Program.NoPoolBenchmark;ArrayPoolSample;Program;NoPoolBenchmark;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Result;15;810002000;16;50625125;5333;5333;5333;1048600000
